TV190US,10,6,11,26
TV221YB,10,24,13,7
RV951GX,10,33,15,20
RV155UA,10,52,13,1
RV696AT,10,56,16,31
RV362GH,11,8,13,16
KS496IO,11,37,14,36
SN553JP,11,40,12,14
GL736MA,11,41,13,21
KE132UF,12,9,12,54
KE613UT,12,19,13,11
TV190US,12,43,16,43
SO726IY,13,5,13,17
SN641EB,13,18,14,33
SO285AE,13,22,18,0
SO730MW,13,30,18,0
MI152OQ,13,31,18,0
KE182DB,13,36,14,42
GL165QY,13,43,17,51
MI329BD,13,51,18,0
KS076AX,13,51,15,24
SO370UO,13,56,18,0
MI834QY,13,58,14,27
KE132UF,14,13,17,22
GL132QG,14,16,18,0
SN256XX,14,26,15,35
SO645JF,14,40,18,0
KE613UT,14,43,15,13
KE992MQ,14,47,15,46
RV155UA,14,59,18,0
MI795OY,15,3,18,0
GL018VO,15,16,16,38
KE448SF,15,17,18,0
KS496IO,15,25,15,37
SO705CN,15,35,15,47
MI777EB,15,49,17,30
RV790GC,15,59,16,50
KS056VX,16,1,17,12
MI622DI,16,3,16,48
SO161YV,16,45,16,50
KS422DC,16,48,17,45
KE840VT,16,50,18,0
GL628HR,16,50,17,0
KS221CT,17,1,17,44
KE455HD,17,3,18,0
TV428UD,17,25,18,0
GL882BR,17,42,17,45
KS271WW,7,8,14,54
KS181DT,7,14,18,0
KS992VQ,7,17,8,45
KS586RU,7,32,15,31
KE405BX,7,47,8,35
SN703XA,8,11,13,32
SO750DC,8,16,18,0
KE704IX,8,26,9,59
SN248PH,8,36,14,4
SN153GO,8,57,9,28
SO080GB,8,59,12,16
SO480FL,9,22,16,18
SN153GO,10,13,13,49
KE864UW,10,30,13,31
GL901GJ,10,33,14,1
TV959FP,10,57,12,30
KE817HF,11,13,12,36
MI750WD,11,17,15,18
KS316ML,11,27,18,0
TV780PA,11,49,14,12
SO592AU,12,18,13,14
KS861GO,12,26,16,9
TV213GZ,12,29,13,54
KS157WW,12,31,14,45
GL304WO,12,35,14,55
TV562QW,12,37,12,59
RV626QH,13,1,15,35
RV877MC,13,21,16,13
KE739WA,13,27,14,55
RV211EB,13,47,17,4
GL197RN,13,54,14,18
KE412WI,13,59,17,11
KE362HS,14,5,15,32
KS261BO,14,9,17,30
MI650KQ,14,27,17,24
TV959FP,14,29,15,16
KE806TF,14,31,15,8
RV329TK,14,33,15,19
KS546UH,14,46,18,0
SO067KF,14,56,17,51
SO467XX,15,14,15,19
SN248PH,15,15,17,50
RV552KB,15,15,15,26
GL304WO,15,19,15,30
KS157WW,15,27,16,23
KE864UW,15,45,16,9
KS183ZM,15,48,15,56
SN703XA,15,50,18,0
RV159YE,15,51,18,0
KE156DF,16,12,16,54
GL358RT,16,13,18,0
TV534BS,16,14,16,45
RV373IQ,16,48,17,33
RV875IQ,17,6,17,53
GL956GY,17,16,17,46
SN392FM,17,48,18,0
KE481YH,17,57,18,0
RV128ZW,6,4,7,13
SN679QX,6,8,13,24
SN762GI,6,12,9,58
SO732HI,6,16,6,33
GL115FD,6,18,10,50
TV913WY,6,19,15,15
MI303ZJ,6,27,7,5
KE757PQ,6,30,12,49
TV739AL,6,34,13,8
SN808RB,6,51,10,44
SN894XA,6,56,11,45
GL738MQ,7,15,9,53
KS820NV,7,40,13,4
RV094VW,7,45,7,57
TV535RO,7,46,14,22
KS561IA,7,57,15,7
MI303ZJ,8,10,13,19
SN057OV,8,18,19,0
RV094VW,8,55,16,15
KS945LV,9,1,14,38
GL148YS,9,5,16,29
KS344EV,9,8,16,5
TV857VD,9,10,9,20
GL399PV,9,39,13,48
GL310RN,9,58,19,0
GL553CH,10,5,10,46
SO442EP,10,10,14,55
KE168JQ,10,19,12,25
SN637OF,10,22,14,15
TV334HK,10,43,14,39
SN577RI,10,46,17,56
KS487CO,10,59,16,0
GL115FD,11,3,17,49
RV171FB,11,31,15,34
KE091KL,11,42,19,0
SN808RB,11,44,15,18
SN579IO,11,56,17,6
GL553CH,12,13,19,0
GL058WM,13,11,16,3
KE108LX,13,26,14,16
KE304XA,13,27,13,36
SN894XA,13,40,17,36
KS726NR,14,0,19,0
SN679QX,14,0,19,0
KE168JQ,14,11,17,26
MI268QU,14,19,15,36
KS718RK,14,24,14,42
SO131JJ,14,32,17,6
MI325PF,14,44,17,49
KS820NV,15,14,18,28
RV749ZE,15,15,19,0
RV679KZ,15,18,17,1
KS718RK,15,47,19,0
KE108LX,15,53,19,0
KE701NK,16,9,16,23
RV057AH,16,29,17,28
SO650HJ,16,40,17,30
KS945LV,16,43,17,49
KS466CU,17,46,18,38
TV913WY,17,47,18,31
KS667XZ,18,23,19,0
GL863LO,18,31,18,37
KE407FL,18,47,19,0
RV158ID,7,0,13,42
SN316HD,7,3,19,21
GL989VD,7,25,9,15
SO632XQ,7,49,12,35
SO080DB,8,27,14,39
KE542WM,8,34,12,41
TV431SA,8,41,13,20
KS691TH,9,1,11,17
RV415YT,9,18,14,34
KE906BY,9,21,13,27
MI587KF,9,53,19,34
GL989VD,10,23,18,27
MI895NH,10,50,16,34
GL124BJ,10,53,18,30
GL226EQ,10,56,14,10
RV453LQ,11,3,15,30
SN609MP,11,7,16,49
TV644YP,11,30,13,59
GL256RU,11,33,14,12
SO138JI,11,41,14,54
SN068QI,11,50,14,4
RV500YD,12,1,18,21
TV464RX,12,12,17,45
RV889GC,12,41,12,48
SO089QG,12,44,13,48
KS691TH,12,48,20,0
KS036RU,12,53,19,42
GL188AN,13,5,19,7
TV348OX,13,26,19,34
RV467KA,13,29,14,51
SO642JF,13,41,18,11
KE542WM,14,16,19,52
KE352SH,14,50,17,15
SO089QG,14,57,20,0
MI184AU,15,8,17,35
SN250SP,15,11,16,40
RV453WF,15,22,18,19
TV044SL,15,23,16,54
KE581SO,15,31,19,26
SO080DB,15,33,16,39
SO276OT,15,41,17,11
MI386QN,15,44,16,43
RV158ID,15,49,19,48
KS662FE,16,5,20,0
SN822TA,16,11,16,48
SO648FX,16,30,17,36
MI221LE,16,34,19,5
GL226EQ,16,37,16,45
RV415YT,16,50,20,0
KE794KK,16,59,19,47
TV044SL,17,7,20,0
SN250SP,17,8,17,48
KS656SK,17,14,19,45
RV751TL,17,15,18,56
GL569GJ,17,26,18,7
SN248QO,17,31,20,0
SN609MP,17,48,20,0
TV894HU,18,47,18,57
RV030VY,18,58,19,46
RV906VS,19,50,19,53
SO293LC,19,53,20,0
TV960IG,7,19,13,15
KE457EB,7,24,7,44
TV072AA,7,58,10,10
TV337EY,8,12,14,57
TV969QB,8,14,13,38
KE294PP,8,31,10,43
TV536DS,8,33,11,16
KE980PP,8,36,18,0
SN793PC,9,6,12,8
RV438CX,9,18,9,41
MI396FH,9,24,13,21
RV993XX,9,28,10,15
SN379OJ,9,29,17,57
RV391FV,9,36,10,17
KE109TP,9,54,12,3
GL832BN,10,2,16,1
SO847PM,10,22,17,41
SO686OS,10,24,16,28
RV500JK,10,38,12,39
RV528FG,10,41,16,27
SO367LQ,11,12,18,0
MI237RL,11,29,16,7
GL682HU,12,2,15,6
SO763SN,12,5,14,18
RV391FV,12,10,16,56
GL870VI,12,12,18,0
TV072AA,12,27,12,59
KE862LC,12,28,17,53
GL345GN,13,10,13,39
TV072AA,13,12,14,26
SO590XG,14,9,16,33
KE431YB,14,14,18,0
MI481XY,14,17,15,59
TV960IG,14,33,16,49
MI653ZB,14,44,16,51
GL580BR,14,54,18,0
SO798KK,14,54,18,0
KS250ZC,14,56,16,4
MI700ZI,14,57,15,28
GL345GN,15,9,17,25
TV969QB,15,11,16,53
KE397QW,15,14,16,42
KE516YG,15,38,18,0
TV337EY,15,46,16,47
KS173RM,15,48,17,56
GL583HO,16,10,17,13
KS318JH,16,14,16,58
MI664RZ,16,25,17,50
MI687PZ,16,32,17,29
MI501FG,16,34,18,0
RV018QK,16,39,16,46
MI713CP,16,41,16,51
GL112NZ,16,43,16,44
RV434FS,16,43,16,59
TV384KZ,16,46,17,8
KE396XC,16,51,18,0
SN847EZ,17,3,17,27
MI476MV,7,18,7,53
GL959FB,7,36,19,0
TV599EY,7,38,16,37
TV298HA,7,52,13,56
SN587QO,8,2,16,30
GL490VT,8,47,13,49
TV353TJ,9,5,13,46
SO886XN,9,6,13,26
TV629HJ,9,12,9,22
SO104QP,9,42,9,55
KS687QZ,9,48,19,0
SN215AU,10,0,17,37
MI611SE,10,10,12,6
KS811TK,10,48,10,52
KE364ZA,11,30,15,27
TV156RX,11,43,12,44
SO700VF,11,45,11,48
SO104QP,11,49,18,29
RV612BZ,12,11,17,5
SN671JO,12,24,18,51
KS457HJ,12,45,14,50
MI979XU,12,50,13,11
TV038NX,13,7,15,50
TV156RX,13,15,18,15
SO700VF,13,25,17,38
SN574KX,13,26,13,33
SO881LP,13,41,14,57
SO052QG,13,53,15,33
TV353TJ,14,13,19,0
GL661MH,14,13,14,22
SO935FQ,14,14,17,19
GL172HG,14,19,14,38
SO521JH,14,20,18,31
MI979XU,14,44,16,41
TV383GS,14,49,18,35
TV574PY,15,1,16,33
TV159NY,15,25,18,32
GL463SI,15,31,17,56
SO886XN,15,39,18,0
KS286IX,15,40,16,9
KE910PX,15,45,16,58
MI087HC,15,50,19,0
TV482ZN,15,51,16,19
GL661MH,15,51,17,51
RV444HS,15,51,17,1
RV124AY,15,52,18,31
GL290FV,15,55,17,34
SO694OD,16,0,16,38
GL172HG,16,8,17,8
SN664CV,16,16,19,0
MI269VI,16,49,17,59
SN692WX,17,15,19,0
KE364ZA,17,19,18,14
SO613EZ,17,26,19,0
MI211UA,17,46,19,0
SO066BX,18,12,19,0
KS240QE,18,26,19,0
RV950KK,18,26,19,0
RV201QN,18,58,19,0
MI116ND,8,4,13,41
SN482NN,8,20,19,35
TV243WB,8,40,20,0
SN611QT,8,50,9,51
SO257CP,9,8,11,19
RV244ZD,9,16,17,47
KE896WU,9,53,20,0
SN820FT,9,56,18,39
KE167HU,10,15,19,20
TV291NX,10,34,16,24
SN047PZ,10,38,15,46
MI816UH,10,43,20,0
KE687EM,10,45,12,34
RV223IW,10,57,12,12
KS095TP,11,0,20,0
GL034ZW,11,2,14,11
GL997LK,12,24,20,0
SO860PU,12,40,12,43
KS343JX,12,48,18,16
SN097KZ,12,52,19,41
TV963FM,12,53,14,57
KE556GJ,13,20,17,30
RV223IW,13,39,18,3
SO257CP,13,44,15,13
MI788XJ,13,51,20,0
TV622FF,14,31,14,58
MI675CW,14,58,19,13
SO358RT,15,1,20,0
TV022RB,15,6,19,12
RV550DC,15,8,15,18
RV199ES,15,10,19,17
GL376HP,15,19,15,46
RV137PN,15,46,17,9
MI116ND,15,49,18,25
KE140AG,16,20,20,0
KE690SW,16,29,19,22
GL034ZW,16,30,16,40
SO757QM,16,34,20,0
SO544OK,16,45,17,51
SO939YY,17,1,19,2
SO442VI,17,9,18,45
GL108BF,17,27,17,32
KE262YF,17,29,18,53
GL034ZW,17,36,20,0
SN294VV,17,44,18,35
RV606OC,17,52,20,0
GL376HP,17,53,18,40
SN535NF,18,10,20,0
RV354GX,18,17,18,41
SO649IC,18,18,20,0
KE833JN,18,38,18,54
RV963RT,18,49,20,0
KE319OI,18,52,19,29
MI333DH,18,57,19,13
SN603TJ,19,4,20,0
KS441SJ,19,25,19,43
KE571GP,8,3,16,14
KE447VO,8,12,12,17
KS219AY,8,18,15,37
RV208FZ,8,23,12,26
MI111AM,8,23,9,37
KS798SD,8,33,15,14
TV389BN,8,33,11,23
SO649FZ,8,46,16,27
SO013TC,8,55,15,5
MI200VT,9,0,11,59
RV839EB,9,5,10,33
RV664IR,9,7,11,22
TV643QR,9,14,13,26
MI746YZ,9,15,12,47
KS908BT,9,18,14,59
SN068FZ,9,26,16,27
KS722HL,9,29,10,46
SO601CB,9,54,17,0
TV736ER,9,57,13,5
MI625KN,10,6,17,0
KS431NJ,10,38,11,51
KE797OY,10,48,14,17
SN165CE,11,7,15,46
MI111AM,11,19,15,36
KS121UM,11,31,12,41
RV048YU,11,49,15,27
SO421BZ,11,54,16,57
MI321II,11,57,13,11
TV537LX,12,8,15,6
KS276DC,12,11,15,2
KS722HL,12,20,16,41
RV458HU,12,21,12,23
MI632GU,12,48,15,41
MI324JB,12,49,12,53
KS431NJ,13,14,14,28
RV208FZ,13,19,16,7
KS294IW,13,58,14,4
TV533ST,13,58,14,8
MI200VT,13,59,15,38
SO341QH,14,5,14,41
GL896LC,14,20,16,11
KE447VO,14,29,15,50
KE008ZW,14,32,17,0
KE633FB,14,33,16,15
KS865UI,14,43,15,43
KS659VL,14,45,17,0
SO510WE,14,48,16,44
KE743WV,15,2,17,0
SO040DG,15,19,15,59
TV291MT,15,38,15,50
RV161NC,15,40,17,0
SO486ST,15,52,17,0
RV818EP,15,58,17,0
SN390RG,15,59,17,0
KS375YR,16,17,17,0
KE517KB,16,45,16,53
MI240ON,6,8,10,34
SO812TJ,6,49,10,32
KS013SK,6,52,19,19
KS291MM,7,55,8,53
KS880BV,7,57,8,49
TV096NZ,8,5,13,48
SN856IK,8,8,9,1
SO337GJ,8,9,10,0
KE258AO,8,30,10,38
KS441UT,8,36,19,16
SO314JW,9,11,14,18
RV518ZS,9,29,9,39
KS993CV,9,44,10,2
KS117SW,10,2,14,29
KS291MM,10,19,15,21
TV248PD,10,22,16,15
SN856IK,10,40,10,49
GL450UG,10,44,18,14
SO701GA,10,55,20,0
TV102MQ,11,34,20,0
GL843PQ,12,11,13,18
KE258AO,12,15,13,39
TV522GB,12,31,16,41
TV452XN,12,36,12,41
SN856IK,12,38,15,1
KS092EB,12,49,13,44
KS106PB,12,56,16,6
KE153QI,13,41,16,26
MI822JJ,13,55,17,1
KS787KF,14,5,20,0
KS020QG,14,9,15,34
TV696WF,14,28,15,32
SO324QN,14,34,16,0
TV096NZ,14,37,16,52
TV777DE,14,40,15,21
SN397VX,14,56,17,38
KS257ER,14,59,16,19
KS268BA,15,15,20,0
KS117SW,15,29,20,0
TV152NW,15,41,19,24
KE585XB,15,56,17,51
MI414GN,16,0,19,28
KE606DN,16,4,17,54
SO211BA,16,15,20,0
SO984ND,16,18,16,55
GL899OR,16,57,17,25
SN856IK,16,59,19,21
SN764LZ,17,28,18,35
TV007OT,17,33,19,15
KS262EI,17,56,19,35
KS394JK,18,13,19,6
SO324QN,18,19,19,15
SO963SJ,18,32,18,52
RV558PQ,18,39,20,0
TV522GB,18,56,20,0
RV625BA,19,8,20,0
RV390MQ,19,22,20,0
TV091DC,19,48,19,57
SN324XQ,19,48,19,56
KS954FP,7,34,9,16
RV657BK,7,34,20,0
SN389RH,8,31,8,47
SN568IQ,8,40,11,46
KS508OT,9,2,20,0
GL171RE,9,52,16,14
SN889CK,10,32,19,52
SO039OH,10,48,17,30
SO739FL,10,59,19,39
SO701TL,11,10,19,33
KS870NS,11,18,18,35
TV444FC,11,18,18,18
MI906PI,11,25,17,44
SN634GE,11,28,17,30
GL724FK,11,30,12,23
GL684MV,11,35,15,59
SO555ED,11,57,18,20
MI752XL,12,2,17,46
TV806UT,12,7,16,32
MI823JB,12,9,15,44
SN218OV,12,26,18,40
SN568IQ,12,29,19,39
GL236MB,12,51,14,25
SN772SE,12,51,16,43
KS685OJ,12,55,20,0
TV770JB,13,5,20,0
KS989JD,13,29,16,59
GL795EM,13,50,15,12
SO952RD,13,58,14,3
MI948ZH,14,2,16,0
SO859EU,14,4,17,8
SN687WJ,14,19,20,0
GL361LD,14,23,15,8
MI945MA,14,49,20,0
RV210AW,14,51,17,25
GL243EY,14,56,18,23
TV418KT,15,22,19,2
SN047AY,15,25,15,42
KS784IM,15,32,16,48
GL236MB,15,45,18,7
KS843XO,15,46,16,30
RV567VB,16,17,17,31
MI873BB,16,26,19,48
GL684MV,16,29,17,47
GL717YM,16,35,19,11
KE179QG,16,55,20,0
GL019FJ,17,0,17,25
SN047AY,17,11,17,18
KE321LE,17,17,17,48
SN772SE,17,18,18,54
MI823JB,17,33,20,0
MI136OM,17,44,17,52
GL795EM,17,45,18,10
MI915IX,17,57,18,31
GL171RE,18,50,18,53
KS843XO,18,56,20,0
RV876CE,19,0,19,51
SO721GX,19,3,19,51
GL336QO,19,15,20,0
SN550TS,8,20,17,50
KE398KR,9,36,10,10
MI037AH,9,57,11,28
TV126HK,10,0,20,0
SN408DG,10,8,10,52
KE130EP,10,39,15,22
GL254UH,10,51,17,34
SO254CR,10,53,17,8
SN290YM,10,58,18,38
GL967OK,11,6,17,33
KE497TH,11,18,14,39
GL450KY,11,24,14,7
GL550NH,11,37,19,37
TV773FP,11,46,15,49
SO489BC,12,3,14,4
RV795GS,12,10,17,45
SN531ZX,12,11,13,4
SO170LI,12,16,15,10
SO010IT,12,24,15,25
TV136DH,12,25,15,57
MI037AH,13,17,17,22
SO639WZ,13,49,14,1
SN531ZX,14,3,18,55
SN322WT,14,9,17,13
KS033LJ,14,15,16,31
RV017PF,14,23,15,51
RV707DR,14,47,20,0
KE598CQ,15,18,20,0
SN112NK,15,38,17,38
RV280QM,15,49,15,53
RV684WS,16,13,16,43
TV654ID,16,36,19,44
SO639WZ,16,37,18,51
SO010IT,16,46,16,50
TV360QX,16,56,18,1
TV696UO,16,58,19,34
SN861SO,16,59,18,54
KS286WF,16,59,19,35
SO093UZ,17,16,18,37
RV327YE,17,16,20,0
MI184SW,17,26,17,45
RV073HK,17,26,18,6
KS033LJ,17,27,18,33
TV773FP,17,29,20,0
RV017PF,17,29,17,37
GL292AY,17,47,19,49
MI023MF,17,55,19,37
RV493ML,18,18,20,0
GL873DC,18,22,19,9
SO010IT,18,30,19,9
SN379XK,18,32,19,25
GL645OQ,18,36,19,40
TV557CF,18,45,18,57
MI721TY,19,3,20,0
RV964TW,19,8,20,0
TV847ZV,19,18,19,53
GL092AY,19,30,20,0
TV129NR,19,51,20,0
SN059SS,7,4,15,34
